title,category,date,keys
Lulu素顏巧遇粉絲…他「轉身吐一句話」直接無視！笑倒：都不鳥我,影劇,2021/08/30 20:37,我 素顏 巧遇 無視 直接
木村拓哉染髮宣布回鍋演假眼教官！　新造型改變了「神似黑傑克」,影劇,2020/09/14 19:10,木村拓哉 神似 宣布 造型 染髮
林瑞陽神隱1個月…兒鬆口「一直都有訊息聯絡」！　洩他動向,影劇,2022/01/21 22:27,林瑞陽 兒鬆口 一直 神隱 ！　
庾澄慶罕見放閃！　小14歲妻「衝上台」甜蜜對唱,影劇,2022/11/20 22:27,衝上台 罕見 甜蜜 放閃 對唱
J.Sheon自認難搞毛很多　跨界配音《比得兔兔》：講話夠酸,影劇,2020/03/14 19:52,.sheon 《 配音 兔兔 講話
網紅陽明山豪宅開趴！　未經申請「大放煙火」…恐遭罰15萬GG了,影劇,2021/12/15 21:54,煙火 大放 ！ 開趴 遭罰
男星住在千年古堡倫敦塔！　「叫不到外送」苦惱：沒人相信我住這,影劇,2022/01/21 20:59,古堡倫敦塔 ！ 住在 苦惱 外
南韓已故天王慘遭盜墓！　40多歲女嫌被逮捕稱「感覺到有人施咒」,影劇,2023/02/14 23:40,南韓 天王 女嫌 ！　 逮捕
鍾明軒遭酸「性向不正常所以被捧」！　拍片反擊：想塞蝙蝠到他嘴裡,影劇,2020/03/29 21:16,鍾明軒 正常 所以 蝙蝠 反擊
評／醒醒吧！粉絲才不買BTS麥當勞紙袋　阿滴：不懂為什麼要揶揄,影劇,2021/06/12 20:08,阿滴 不 紙袋 醒醒 粉絲
「日本第一抖音女神」真實長相被起底！遭網攻擊照騙…靠2方法變美,影劇,2021/06/02 21:19,女神 真實 第一 ！ 美
葛斯齊爆「已婚偶像男星性騷飯店人員」　給5線索：圈內人都知道,影劇,2023/06/21 22:09,男星 圈內人 人員 知道 都
阿翰算命阿姨爆紅！陳意涵登800公尺高山「找九天玄女」…網笑翻,影劇,2022/04/19 19:55,阿翰 阿姨 陳意涵 公尺 玄女
失心瘋「買了偶像周邊最後用途」過於真實　網笑翻推爆：7點全中！,影劇,2020/01/21 20:12,失心瘋 最後 真實 推爆 偶像
女星懷孕遭老公嘲笑「胸下垂、腫成球」　爆哭痛訴：管好你的嘴！,影劇,2021/11/23 20:39,胸下垂 腫成 老公 ！ 女星
Albee大尺度自爆…床上被問「舒服嗎」　淡定回應讓男伴傻眼了！,影劇,2021/04/03 21:16,回應 尺度 傻眼 舒服 自爆
林佑星一家4口確診「最擔心兒女」！前一天才排練《用九》舞台劇,影劇,2022/05/25 22:37,林佑星 兒女 擔心 排練 確診
VIXX睽違5年來台！　「安可興奮衝下台、加碼狂唱」嗨翻全場,影劇,2023/03/05 20:09,安可 加碼 衝下台 ！ 興奮
小A辣6年前黑歷史曝光！「4基本元素」網笑翻：標準型瞎趴妹,影劇,2020/02/26 20:37,元素 基本 歷史 曝光 ！
見《夢想之地》上映！《飯捲男孩》導演竟「撕爛劇本」　原因曝光,影劇,2023/07/17 23:34,劇本 曝光 原因 上映 男孩
辦完爸爸王羽後事離台！　王馨平返回香港機場確診：輕微喉嚨不適,影劇,2022/05/14 19:53,香港 王羽 王馨平 不適 返回
蕭敬騰20歲就愛上經紀人！　2年前「車上親暱互動」全被拍,影劇,2023/06/27 23:14,愛上 車 親暱 互動 經紀人
吳姍儒6代言進帳千萬元！佩服炎亞綸　嘆：忙到想休3天都難,影劇,2021/04/24 21:56,千萬 代言 元 ！ 亞綸
吳鳳去維也納卡關「土耳其人要簽證」　拿1寶物秒解決：愛死台灣,影劇,2023/08/21 18:37,土耳其人 維也納卡關 愛 簽證 解決
《我的婆婆》勇兔沒入圍　製作人私下安慰曝王少偉心情失落,影劇,2021/09/13 19:00,安慰 心情 製作人 私下 王
嫁身價80億歌王林峯！　女模發文洩「愛女側臉照＋暱稱」…急刪,影劇,2021/06/12 21:07,愛女 歌王 文洩 林峯 ！
「黑豹」暴瘦現身2月後驚傳「坐輪椅送急診」！　噤聲不回應…病況引憂,影劇,2020/06/20 21:55,引憂 黑豹 驚傳 噤聲 輪椅
MBC演技／2度奪情侶獎！「前任」坐台下　李俊昊放閃：我心裡有德任,影劇,2021/12/30 21:53,前任 德任 李俊昊 演技 放閃
快訊／詹雅雯放棄治療突失明！　帕金森氏症惡化認了「開始善終」,影劇,2023/10/07 19:22,帕金森氏症 治療 失明 開始 認了
網友私訊打聽「唐嫣生龍鳳胎？」　同劇女星回2字證實…粉絲生氣了！,影劇,2020/03/29 21:30,生氣 龍鳳胎 ！ 女星 證實
原只是拍廣告…男星飛大陸「2年沒再回過家」！終於上機：降落時會哭,影劇,2022/05/25 22:24,大陸 ！ 只是 降落 終於
邵雨薇化身天使拯救地獄倒楣男　曾敬驊貼胸口聽心跳飄粉紅泡泡,影劇,2023/07/26 18:54,天使 地獄 心跳 倒楣男 胸口
Lulu演床戲「聽到對象是邱澤」秒答應　女上男下搖整晚：叫很大聲,影劇,2021/03/23 20:48,大聲 床戲 聽到 搖整 邱澤
怪粉狂傳「裸體合成照」　EXID LE罕見動怒：檢舉了還來！,影劇,2020/01/21 21:26,合成照 罕見 裸體 狂傳 檢舉
過氣AV女優變摔角手！　夏于喬「特訓三個月」挑戰必殺技,影劇,2022/10/22 23:40,夏于喬 女優 摔角手 ！ 特訓
「甜美千萬網紅謎片」瘋傳！　本尊憔悴現身闢謠：請停止犯罪,影劇,2021/11/05 21:55,千萬 甜美 停止 ！ 現身
賴雅妍「佛系單身」個性太Man　曝光另一半「2大條件」,影劇,2021/07/02 20:35,大 曝光 太 一半 賴雅妍
Twinko可青被求婚「I say yes」！隊友張語噥爆哭：我要當伴娘了,影劇,2023/12/24 23:23,可青 我 張語噥 ！ 隊友
快訊／狂被網友抹黑攻擊！　李玟二姊火大發聲明喊告　,影劇,2023/08/10 20:30,姊火 李玟 大發 聲明 網友
YTR實測「3步驟手機出現吉娃娃」！　網友跟風輸入：真的有,影劇,2023/02/01 22:01,吉娃娃 真的 出現 手機 風
前主播談「電視台霸凌案」知內情　揭業界黑暗手段：賤人就是矯情,影劇,2022/05/25 21:50,賤人 主播 手段 霸凌案 電視台
快訊／《新世紀福爾摩斯》房東太太去世！　家中病逝享壽84歲,影劇,2021/08/12 23:36,福爾摩斯 去世 世紀 太太 房東
《雙層公寓》女王島袋聖南戀愛史！4度上節目追愛　連吻戲場面都有特輯,影劇,2022/05/25 20:31,戀愛史 女王 追愛 聖南 公寓
王彩樺「台灣濱崎步」封號太響亮！　登日韓節目熱議…網讚：保庇天后,影劇,2021/06/02 20:54,王彩樺 天后 保庇 ！ 濱崎步
《歌劇魅影》男主隔離掏出「超重健身神器」！大讚台灣最安全,影劇,2020/11/09 23:19,歌劇 健身神器 男主 安全 《
趙麗穎素顏曝光「看不出35歲」！　眼神迷濛美照引粉絲暴動,影劇,2023/07/26 18:46,眼神迷濛美 曝光 素顏 粉絲 照引
周星馳息影後其實還想演戲！　名導吐背後殘酷真相：他無法面對,影劇,2021/09/13 18:56,周星 無法 面對 ！ 背後
快訊／又來！五月天演唱會又有違反自主健康管理者闖入　,影劇,2021/01/01 20:11,五月天 健康 違反 管理 快訊
嫁來台灣「老公狂說台語砲轟」　大久保麻梨子受到衝擊,影劇,2021/04/17 19:18,老公 大久保 麻梨子 台語 衝擊
王祖賢喊「中國台北」是盜用！罕發出官方聲明,影劇,2021/08/12 19:47,台北 王祖賢 中國 罕發出 聲明
廟會女神認罹患罕病！月吞330顆藥　變月亮臉懇求：別再霸凌我,影劇,2023/06/27 23:53,變月亮臉 月吞 ！ 我 霸凌
獨／周亭羽發聲「感謝媽媽留給我的美好回憶」　貼心一叮嚀惹鼻酸,影劇,2021/08/11 22:53,美好 貼心 感謝 媽媽 發聲
雷／BL劇《因為愛你》大三元結局！野獸CP激吻聽到「啾啾聲」網超害羞,影劇,2020/03/14 23:28,大三元 害羞 激吻 因為 聽到
黃明志新MV要找「超大咖明星臉」！　一排藍勾勾搶報名…網笑炸,影劇,2021/12/15 19:28,黃明志 明星 超大 報名 ！
星光2班曾沛慈、梁文音久違合體！　第5名卸任主播…近況罕見曝光,影劇,2021/11/05 21:41,曝光 星光 梁文音 久 罕見
秦昊霸氣放話：不會為錢拍爛片！　伊能靜「1句話神吐槽」笑翻網,影劇,2020/06/27 23:16,神吐槽 伊能靜 不會 秦昊 爛片
南韓雨災40人↑罹難！PSY發文「天氣很完美」被轟爆　急刪文＋捐款滅火,影劇,2023/07/17 22:56,南韓 刪文 發文 天氣 滅火
《怪奇物語》小男孩「二戰電影抗德軍」　揭猶太血統：對我意義重大,影劇,2020/02/19 21:56,德軍 猶太 意義 重大 《
劉文正消失30年　無預警「現蹤」裘海正演唱會！,影劇,2021/01/16 22:26,裘海正 劉文正 ！ 預警 現蹤
認不出來！《黑魔女》艾兒芬妮金髮消失「染了搞怪新顏色」　網嚇：她是誰？,影劇,2020/03/29 21:28,出來 魔女 消失 顏色 網嚇
通告才出包…木曜女神再爆「新曲MV疑抄襲IU」！　上火線回應了,影劇,2021/11/05 20:40,火線 木曜 出包 抄襲 通告
VERA、閻奕格為同志開唱！　同志天菜鹹濕交手猛男全場嗨翻,影劇,2023/11/01 20:14,同志 天菜 交手 開唱 嗨翻
陳零九戰勝新冠肺炎　「五堅情」剩他最後採檢...PCR結果出爐！,影劇,2021/07/02 19:40,五堅情 陳零九 新冠肺炎 出爐 戰勝
鄭東煥難忘台灣記者溫暖　洪慧芳被拱拍床戲羞：眼睛不受罪嗎？,影劇,2022/11/20 20:17,鄭東煥 不 洪慧芳 難忘 記者
秦嵐熱戀魏大勛8個月　赴兒科遭疑「好事將近」工作室曬簡訊回應,影劇,2023/08/21 21:37,好事 將近 魏大勛 工作室 簡訊
PONY5IBE怕通勤塞車「從桃園搬到台北」　工作人員看地點傻眼了,影劇,2022/11/26 23:06,塞車 台北 pony5ibe 地點 人員
鄧倫消失1年半「驚喜出現綜藝」！　片段曝光網一聽：要回來了嗎,影劇,2023/08/13 23:12,曝光網 出現 驚喜 鄧倫 綜藝
張立昂5年前也因喝醉出事！　曾發誓「以後殺青滴酒不沾」又闖禍,影劇,2023/08/13 20:08,張立昂 以後 喝醉 發誓 闖禍
張哲瀚爆「戲劇綜藝全下架」！《山河令》被列入…網心疼《琅琊榜》,影劇,2021/08/14 19:13,張哲瀚 山河令 心疼 《 下架
曾吃成胖子！　大胃王男網紅近照曝光「變骨感辣妹」網嚇呆：誰啊,影劇,2023/02/28 18:39,曝光 吃成 大胃 胖子 辣妹
BTS柾國登卡達世界盃開幕式表演！　同框孫興慜發聲打氣：別受傷,影劇,2022/11/20 22:30,國登卡達 世界盃 bts柾 表演 發聲
坎達爾珍娜PO「激似全裸照」辣爆！　大秀冰塊腹肌＋美胸…網看傻,影劇,2021/04/06 19:13,大秀 美胸 冰塊 辣爆 腹肌
爸年初「摔落重擊頭部動刀」　半年神恢復...李芷婷激動：感謝上天留住他,影劇,2021/08/11 21:41,李芷婷 年初 頭部 上天 年
鄭亦真氣炸「藍恭唯惹錯人！」同天早晚約會2女：難怪都在喊累,影劇,2021/04/06 19:12,鄭亦真 惹錯 藍恭 氣炸 約會
賈永婕見到「發出求救訊息者」了！　對看後落淚：你的病人很有福氣,影劇,2021/06/27 19:45,福氣 賈永婕 發出 見到 求救
莫允雯「女下男上」床戰范少勳！露骨畫面曝光挑戰最大尺度,影劇,2021/11/23 21:29,女下 曝光 畫面 男 露骨
獨／韓女星百萬MV男主角是台灣人！親揭夢幻耳語場景「真相超出戲」,影劇,2020/06/27 19:03,韓女星 真相 主角 台灣人 超出戲
型男主播台語超溜！　連邰智源也大推「沒讚錯人」,影劇,2021/08/31 23:59,邰智源 主播 超溜 讚錯 人
五堅情樂隊團長認：很多工作被取消　爆「轉行」邋遢送貨樣曝光,影劇,2022/05/25 23:45,轉行 五 曝光 團長 貨樣
陳妤衝嘉義搶看3D版《蜘蛛人3》　見彩蛋驚呼：漫威很會！,影劇,2021/12/15 23:41,陳妤衝 蜘蛛人 搶看 驚呼 漫威
五月天瑪莎預告「帶龍鳳胎兒女」到高雄看展　要宇宙人阿奎：叫我學長,影劇,2022/06/24 21:39,天瑪莎 阿奎 學長 五月 龍鳳胎
郭書瑤「上下都露」帶6正妹逛超商！　7倍火辣網羨慕：店員太幸福,影劇,2021/01/01 21:50,幸福 郭書瑤 火辣網 正妹 ！　7
八點檔女星暴瘦變皮包骨！　疫情害收入變少…1個月慘賠近百萬,影劇,2020/03/14 23:25,八點檔 ！ 暴瘦 情害 收入
移工「手無寸鐵」被警連開9槍失血身亡　《九槍》紀錄阮國非之死,影劇,2023/04/28 22:02,手無寸鐵 阮國非 《 失血 警連
夫妻爆婚變首現身　李易鬥嘴嗆聲六月：我不會讓的！,影劇,2020/12/26 22:57,夫妻 不會 李易 六月 的
韓瑜爆「被圈內人捅刀」　出道20年自認有社交障礙,影劇,2021/06/22 19:37,圈內人 社交 韓瑜 障礙 自認
《延禧》最美妃子「6字回應」尪出軌！　她被指小三火速發聲,影劇,2022/11/26 21:57,火速 妃子 出軌 發聲 延禧
戶頭剩300元「付不起共享機車錢」　吳霏曝心聲：想成為更有能力的人,影劇,2022/06/24 22:28,機車錢 成為 能力 付不起 心聲
郭富城方媛結婚5年「首曝唯美婚禮照」　甜蜜吻手公開互動閃炸,影劇,2022/04/19 19:29,郭富城 公開 吻手 首曝 互動
贊同楊丞琳海鮮論！　最辣國文老師諷：在中國易吃到便宜黑心海鮮,影劇,2022/09/06 23:49,海鮮論 海鮮 楊丞琳 國文 黑心
「M字腿女王」爆紅！　垠凌登日媒介紹台灣防疫…網羨炸：移居海外唯一選擇,影劇,2020/04/14 20:47,女王 唯一 ！ 海外 介紹
趙薇遭封殺…網爆在中國逃不了！　11歲女兒香港讀書「行蹤成謎」,影劇,2021/08/31 22:44,香港 行蹤 逃不了 讀書 女兒
曾讓奶茶妹妹、周杰倫世紀同台！知名陸綜導演突病逝…享年62歲,影劇,2021/06/22 19:35,世紀 知名 享年 ！ 導演
熊熊FB「無預警登出」！緊急保護也沒用　看駭客PO文傻眼：真的有病,影劇,2022/05/25 20:31,登出 真的 保護 駭客 預警
林瑞陽爆名下79億房產遭大陸政府查封！　張庭「曬律師函」發聲了,影劇,2022/04/19 19:38,林瑞陽 政府 張庭 大陸 ！
金鐘獎／上台領獎「被提醒秒數」！《俗女2》編劇霸氣：從來沒管那個…掩面落淚,影劇,2022/10/22 22:26,金鐘獎 俗女 掩面 上台 秒數
「消費高手」最後一次錄影！支藝樺卸25年主持棒,影劇,2022/06/30 19:53,高手 主持棒 ！ 錄影 消費
星野源黑化暴怒狠踢垃圾桶！《MIU404》開播給暗示：每集都有伏筆,影劇,2020/06/20 19:45,星野源 ！ 暗示 黑化 開播
楊冪200億身價「狂掃4折內衣」！　撿便宜被野生捕捉曝獨特購物觀,影劇,2021/12/15 22:48,楊冪 ！　 身價 內衣 捕捉
百萬網美IG意外曝光帳戶餘額！存款2.6億元粉絲嚇傻　她秒刪文,影劇,2023/06/13 21:16,曝光 網美 意外 元 ！
炎亞綸被控硬上少男！　汪東城「反鎖房門」CP往事全被挖,影劇,2023/06/21 19:10,房門 汪東城 少男 反鎖 炎亞綸
謝和弦音樂統籌出道　MV尺度超大...脫光入鏡「只遮重點部位」,影劇,2022/04/06 20:39,脫光 部位 謝和弦 超大 音樂
MBC演技大賞／南宮珉奪大賞「李俊昊上前擁抱」！落淚曬愛女友,影劇,2021/12/30 22:38,南宮珉奪大賞 李俊昊 曬愛 大賞 女友
孫可芳寶寶性別揭曉！一戳破氣球「全場尖叫」　她奔去擁抱劉冠廷,影劇,2023/11/01 22:53,場 擁抱 揭曉 戳破 性別
金鐘獎／《斯卡羅》霸氣公主奪新人獎！　爸爸上台代領羞笑：女兒「7天啦」,影劇,2022/10/22 21:28,金鐘獎 天 新人獎 女兒 上台
停車場滿地垃圾！吳鳳被女兒問「為什麼撿」　心痛曝台灣現況：很可惜,影劇,2021/08/31 20:38,停車場 滿地 垃圾 可惜 現況
律喜曝光「雙胞胎寶寶萌樣」！　崔敏煥成女兒傻瓜：鼻子像我吧？,影劇,2020/02/26 23:27,鼻子 曝光 女兒 律喜 萌樣
高速公路永遠開不完　艾怡良曝「我大路痴」連導航都不會,影劇,2021/12/09 19:33,公路 高速 艾怡良 不會 大
救援印度疫情！紅髮艾德、史蒂芬史匹柏參與募款　華麗善心名單曝光,影劇,2021/08/12 19:27,史蒂芬史匹柏 艾德 名單 曝光 善心
宋慧喬豪宅施工出意外！「大型鐵棍掉落砸壞鄰居車」經紀公司道歉,影劇,2023/07/17 21:06,鄰居車 道歉 意外 大型 公司
《全明星4》劉漢之求婚成功！希臘浪漫下跪：我將成為她最好的男人,影劇,2023/12/24 22:43,成為 成功 劉漢 男人 《
希澈「棄犬爭議」找到輿論元凶！開始蒐證喊提告：絕不和解,影劇,2021/08/30 20:36,絕不 犬 元凶 和解 ！
李心潔隔20年復出歌壇　「台灣一定是我第一站」背後原因曝！,影劇,2023/03/27 20:21,李心潔 原因 歌壇 第一 背後
利路修一聽「很遺憾」火速變臉笑開！　排名揭曉…下秒結局反轉了,影劇,2021/04/03 22:27,火速 排名 ！ 反轉 變臉
小玉和解17人二審求輕判　奎丁「還沒拿到賠償金」喊話法官,影劇,2023/07/26 20:09,賠償金 小玉 法官 奎丁 喊話
女主播內鬥！　滑手機慘遭同事蒐證「記過處分」,影劇,2021/11/05 21:38,處分 主播 滑手機 記過 蒐證
新人歌手自爆「聽力消失了」！　緊急送醫結果曝光,影劇,2022/11/20 18:36,歌手 曝光 聽力 新人 送醫
KIMIKO穿小可愛跳瘦身操！　胸下「掉出一塊黑黑的」…回應笑了,影劇,2021/06/22 21:35,小可愛 掉出 回應 黑黑 ！
李燕才拋震撼彈「不回去拍戲」　曬合照藏玄機網嗨：雅卉回來了！,影劇,2023/02/23 18:54,李燕 不 曬合照 拋震 撼彈
